stdDate,stdHour,routeNo,routeName,conzoneId,conzoneName,vdsId,trafficAmout,speed,shareRatio,timeAvg,grade,updownTypeCode
20251120,1543,0153,평택시흥선,0153CZS010,조암IC-서평택JC,0153VDS00040,35,38,3,137,3,S
20251120,1543,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00010,66,36,22,98,3,E
20251120,1543,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00011,66,36,22,98,3,E
20251120,1543,0170,평택화성선,0170CZE040,북평택TG-향남IC,0170VDE00012,34,25,28,132,3,E
20251120,1543,0170,평택화성선,0170CZE050,향남IC-서오산JC,0170VDE00014,51,20,29,133,3,E
20251120,1543,0170,평택화성선,0170CZE050,향남IC-서오산JC,0170VDE00016,64,27,27,139,3,E
20251120,1543,0170,평택화성선,0170CZE075,화성JC-봉담TG,0170VDE00024,70,35,28,88,3,E
20251120,1543,0170,평택화성선,0170CZE110,봉담IC-금곡IC,0170VDE00090,22,14,37,245,3,E
20251120,1543,0170,평택화성선,0170CZE110,봉담IC-금곡IC,0170VDE00100,30,14,40,368,3,E
20251120,1543,0170,평택화성선,0170CZE120,금곡IC-동안산IC,0170VDE00110,39,20,51,99,3,E
20251120,1543,0170,평택화성선,0170CZE120,금곡IC-동안산IC,0170VDE00120,34,19,34,203,3,E
20251120,1543,0170,평택화성선,0170CZE130,동안산IC-남군포IC,0170VDE00130,37,21,54,104,3,E
20251120,1543,0170,평택화성선,0170CZE130,동안산IC-남군포IC,0170VDE00140,47,29,27,74,3,E
20251120,1543,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18580,20,28,21,99,3,S
20251120,1543,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18590,24,10,85,297,3,S
20251120,1543,0252,논산천안선,0252CZS040,남공주IC-탄천IC,0252VDS18600,28,12,78,515,3,S
20251120,1543,0252,논산천안선,0252CZS050,공주JC-남공주IC,0252VDS18610,23,11,83,167,3,S
20251120,1543,0252,논산천안선,0252CZS080,남풍세IC-정안IC,0252VDS18980,27,28,35,57,3,S
20251120,1543,0252,논산천안선,0252CZS080,남풍세IC-정안IC,0252VDS18990,49,38,27,52,3,S
20251120,1543,0252,논산천안선,0252CZS080,남풍세IC-정안IC,0252VDS19000,39,34,33,70,3,S
20251120,1543,0352,중부선,0352CZS350,남이천IC-일죽IC,0352VDS06100,43,40,4,143,2,S
20251120,1543,0450,중부내륙선,0450CZE070,현풍JC-고령JC,0450VDE04850,21,40,11,40,2,E
20251120,1543,0450,중부내륙선,0450CZE070,현풍JC-고령JC,0450VDE04900,21,40,11,71,2,E
20251120,1543,0450,중부내륙선,0450CZE180,문경새재IC-연풍IC,0450VDE16309,56,28,87,108,3,E
20251120,1543,0450,중부내륙선,0450CZE180,문경새재IC-연풍IC,0450VDE16400,56,28,87,115,3,E
20251120,1543,0500,영동선,0500CZS020,군자JC-월곶JC,0500VDS00500,28,19,9,536,3,S
20251120,1543,0500,영동선,0500CZS145,양지IC-용인JC,0500VDS05105,56,25,13,126,3,S
20251120,1543,0500,영동선,0500CZS200,문막IC-여주IC,0500VDS09300,21,28,12,184,3,S
20251120,1543,0520,광주원주선,0520CZS110,흥천이포IC-동곤지암IC,0520VDS01900,36,40,15,99,2,S
20251120,1543,0550,중앙선,0550CZS290,만종JC-남원주IC,0550VDS19000,21,26,7,315,3,S
20251120,1543,0552,대구부산선,0552CZE070,삼랑진IC-남밀양IC,0552VDE01040,25,37,24,68,3,E
20251120,1543,0552,대구부산선,0552CZS080,밀양IC-남밀양IC,0552VDS01180,50,36,24,119,3,S
20251120,1543,0600,서울양양선,0600CZE150,내촌IC-인제IC,0600VDE01900,14,12,19,486,3,E
20251120,1543,0600,서울양양선,0600CZE150,내촌IC-인제IC,0600VDE02001,14,12,19,556,3,E
20251120,1543,0600,서울양양선,0600CZE150,내촌IC-인제IC,0600VDE02101,16,29,8,275,3,E
20251120,1543,1000,수도권제1순환선,1000CZE080,강일IC-토평IC,1000VDE02700,76,39,19,91,3,E
20251120,1543,1000,수도권제1순환선,1000CZS110,구리IC-남양주IC,1000VDS03200,84,34,23,82,3,S
20251120,1543,1000,수도권제1순환선,1000CZS110,구리IC-남양주IC,1000VDS03300,84,34,23,65,3,S
20251120,1543,1000,수도권제1순환선,1000CZS300,시흥IC-장수IC,1000VDS05070,79,22,6,62,3,S
20251120,1543,1000,수도권제1순환선,1000CZS300,시흥IC-장수IC,1000VDS05100,59,30,23,192,3,S
20251120,1543,1000,수도권제1순환선,1000CZS300,시흥IC-장수IC,1000VDS05200,59,30,23,176,3,S
20251120,1543,1000,수도권제1순환선,1000CZS390,판교JC-청계TG,1000VDS07300,75,28,31,100,3,S
20251120,1543,1000,수도권제1순환선,1000CZS390,판교JC-청계TG,1000VDS07400,75,28,31,175,3,S
20251120,1543,1000,수도권제1순환선,1000CZS390,판교JC-청계TG,1000VDS07500,75,28,31,225,3,S
20251120,1543,1100,제2경인선,1100CZE030,문학IC-남동IC,1100VDE00600,49,23,32,122,3,E
20251120,1543,1100,제2경인선,1100CZE030,문학IC-남동IC,1100VDE00700,49,23,32,107,3,E
20251120,1543,1100,제2경인선,1100CZS090,일직JC-광명IC,1100VDS01802,96,27,0,119,3,S
20251120,1543,1100,제2경인선,1100CZS090,일직JC-광명IC,1100VDS01900,96,27,0,146,3,S
20251120,1543,1100,제2경인선,1100CZS090,일직JC-광명IC,1100VDS02000,67,23,28,189,3,S
20251120,1543,1200,경인선,1200CZS040,부평IC-서인천IC,1200VDS01200,58,27,1,230,3,S
20251120,1543,1200,경인선,1200CZS040,부평IC-서인천IC,1200VDS01250,58,27,1,78,3,S
20251120,1543,1200,경인선,1200CZS050,인천TG-부평IC,1200VDS01500,71,21,41,188,3,S
20251120,1543,1200,경인선,1200CZS050,인천TG-부평IC,1200VDS01600,71,21,41,199,3,S
20251120,1543,1710,용인서울선,1710CZE050,금광지하차도북측-광교IC,1710VDE00030,32,7,43,279,3,E
20251120,1543,1710,용인서울선,1710CZE060,광교IC-서수지IC,1710VDE00040,35,8,39,449,3,E
20251120,1543,1710,용인서울선,1710CZE060,광교IC-서수지IC,1710VDE00050,68,36,23,148,3,E
20251120,1543,3000,대전남부선,3000CZE020,서대전IC-안영IC,3000VDE00300,15,30,6,261,3,E
20251120,1543,3000,대전남부선,3000CZE020,서대전IC-안영IC,3000VDE00510,15,30,6,281,3,E
20251120,1543,3010,상주영천선,3010CZS040,군위JCT-서군위IC,3010VDS03800,16,12,58,277,3,S
20251120,1543,3010,상주영천선,3010CZS040,군위JCT-서군위IC,3010VDS03900,16,12,58,300,3,S
20251120,1543,3010,상주영천선,3010CZS040,군위JCT-서군위IC,3010VDS04000,14,14,22,254,3,S
20251120,1543,3010,상주영천선,3010CZS040,군위JCT-서군위IC,3010VDS04100,29,17,40,200,3,S
20251120,1543,4000,봉담동탄선,4000CZS010,북오산IC-서오산JC,4000VDS00004,24,33,27,88,3,S
20251120,1543,4000,봉담동탄선,4000CZS020,동탄JC-북오산IC,4000VDS00009,34,16,37,226,3,S
20251120,1543,4001,인천김포선,4001CZS100,남청라JC-시점,4001VDS00100,34,22,36,229,3,S
20251120,1543,4001,인천김포선,4001CZS100,남청라JC-시점,4001VDS00200,28,17,24,261,3,S
20251120,1543,4001,인천김포선,4001CZS100,남청라JC-시점,4001VDS00700,34,37,20,37,3,S

20251120,1629,0010,경부선,0010CZE385,북천안IC-안성IC,0010VDE27150,54,37,28,159,3,E
20251120,1629,0010,경부선,0010CZE385,북천안IC-안성IC,0010VDE27200,54,37,28,150,3,E
20251120,1629,0010,경부선,0010CZE385,북천안IC-안성IC,0010VDE27300,100,36,28,138,3,E
20251120,1629,0010,경부선,0010CZE400,안성JC-남사진위IC,0010VDE28000,75,21,2,125,3,E
20251120,1629,0010,경부선,0010CZE505,금토JC-양재IC,0010VDE32350,51,9,4,452,3,E
