link_id,road_name,st_node_nm,ed_node_nm,map_dist,reg_cd,speed,travel_time
1030002500,내부순환로,성동JC,사근램프(내부순환로본선),1616,103,71.0,82
1030002400,내부순환로,사근램프(내부순환로본선),성동JC,1445,103,74.0,70
1070000400,내부순환로,길음램프(내부순환로),정릉램프(내부순환로본선),2515,107,67.0,135
1050001900,내부순환로,마장램프(내부순환로),월곡램프(내부순환로),2384,105,76.0,113
1120002300,내부순환로,홍지문터널북측,홍은램프진입(내부순환로),2005,100,66.0,109
1050003300,내부순환로,월곡램프(내부순환로),종암JC,1014,105,77.0,47
1030002800,내부순환로,사근램프(내부순환로본선),마장램프(내부순환로),2317,103,76.0,110
1000002500,내부순환로,정릉터널동측(내부순환로),홍지문터널북측,1861,107,70.0,96
1070001400,내부순환로,정릉램프(내부순환로본선),정릉터널동측(내부순환로),821,107,69.0,43
1070000600,내부순환로,종암JC,길음램프(내부순환로),809,107,76.0,38
1120002100,내부순환로,홍은램프진입(내부순환로),홍은램프(내부순환도로),523,112,77.0,24
1120001700,내부순환로,홍은램프(내부순환도로),홍제램프(내부순환로),1758,112,77.0,82
1120001300,내부순환로,홍제램프(내부순환로),연희램프(내부순환로),2160,112,73.0,107
1130005400,내부순환로,성산램프(내부순환로),성산분기점(내부순환로),983,113,71.0,50
1130006500,내부순환로,연희램프(내부순환로),성산램프(내부순환로),1596,112,77.0,75
1030001400,동부간선도로,동부간선도로강변북로분기점,용비교동측,371,103,38.0,35
1030001700,동부간선도로,성동JC,군자교분기점,2326,103,72.0,116
1030002000,동부간선도로,용비교동측,성동JC,1459,103,38.0,138
1030002300,동부간선도로,군자교분기점,광진구-성동구경계(5),713,103,72.0,36
1040005500,동부간선도로,광진구-성동구경계(5),동부간선도로-일반국도6호선램프,3950,104,75.0,190
1060004100,동부간선도로,동부간선도로-일반국도6호선램프,월릉교동측,2738,106,74.0,133
1100000600,동부간선도로,월릉교동측,동부간선도로-월계로램프(1),2064,106,71.0,105
1100001400,동부간선도로,동부간선도로-월계로램프(1),월계1교동측,657,110,58.0,41
1100002000,동부간선도로,월계1교동측,녹천교,954,110,58.0,59
1100003400,동부간선도로,상계주공3단지(동부간선도로),창동교,324,110,67.0,17
1100002600,동부간선도로,녹천교,당현초교(동부간선도로),250,110,67.0,13
1100003000,동부간선도로,당현초교(동부간선도로),상계주공3단지(동부간선도로),290,110,67.0,16
1100004200,동부간선도로,노원구청(동부간선도로),상계교,573,110,43.0,48
1100003800,동부간선도로,창동교,노원구청(동부간선도로),161,110,43.0,13
1100004800,동부간선도로,상계교,노원성당,560,110,76.0,27
1100005400,동부간선도로,노원성당,노원교,1422,110,76.0,67
1100006800,동부간선도로,노원교,동부간선도로수락분기점,1196,110,12.0,359
1100006700,동부간선도로,동부간선도로수락분기점,노원교,1197,110,71.0,61
1090047801,동부간선도로,도봉지하차도,도봉지하차도,1617,109,72.0,81
1100005300,동부간선도로,노원교,도봉지하차도,1428,110,73.0,70
1090048001,동부간선도로,도봉지하차도,도봉지하차도,1526,109,77.0,71
1090047701,동부간선도로,도봉지하차도,도봉지하차도,220,109,72.0,11
1100176501,동부간선도로,초안산지하차도,월계1교교차로,98,110,71.0,5
1100176701,동부간선도로,도봉지하차도,초안산지하차도,212,110,71.0,11
1100176601,동부간선도로,초안산지하차도,초안산지하차도,538,110,71.0,27
1030002600,동부간선도로,성동구-동대문구경계(5),군자교분기점,718,103,78.0,33
1100000500,동부간선도로,동부간선도로-월계로램프(8),월릉교서측,2030,110,79.0,93
1050003600,동부간선도로,월릉교서측,동부간선도로-일반국도6호선램프,2721,107,75.0,131
1050000300,동부간선도로,동부간선도로-일반국도6호선램프,성동구-동대문구경계(5),3815,105,82.0,167
1030001800,동부간선도로,군자교분기점,성동JC,2332,103,78.0,108
1030001900,동부간선도로,성동JC,동부간선도로-강변북로램프(16),1476,103,77.0,69
1030001300,동부간선도로,동부간선도로-강변북로램프(16),성수대교북단,366,103,77.0,17
1070000200,북부간선도로,종암JC,하월곡램프(북부간선도로),1429,107,70.0,73
1070001600,북부간선도로,하월곡램프(북부간선도로),월릉IC(북부간선도로),1490,107,67.0,80
1060006700,북부간선도로,묵동IC(북부간선도로),월릉IC(북부간선도로),2757,106,85.0,117
1070001500,북부간선도로,월릉IC(북부간선도로),하월곡램프(북부간선도로),1494,107,67.0,80
1060006800,북부간선도로,월릉IC(북부간선도로),묵동IC(북부간선도로),2749,107,79.0,125
1220005000,분당수서로,청담대교북단,청담대교남단,1575,104,66.0,86
1070000100,북부간선도로,하월곡램프(북부간선도로),종암JC,1412,107,70.0,73
1220003800,분당수서로,청담대교남단,탄천IC진출(동부간선도로),2999,122,66.0,164
1220002500,분당수서로,탄천IC진출(동부간선도로),탄천IC진입(동부간선도로),523,122,85.0,22
1220001700,분당수서로,탄천IC진입(동부간선도로),수서IC(동부간선도로),2001,122,85.0,85
1230001600,분당수서로,복정교차로,수서IC(동부간선도로),3065,122,80.0,138
1220001800,분당수서로,수서IC(동부간선도로),탄천IC진입(동부간선도로),2004,122,81.0,89
1230001500,분당수서로,수서IC(동부간선도로),복정교차로,3061,122,78.0,141
1220003000,분당수서로,탄천IC진입(동부간선도로),동부간선올림픽대로진출,2075,122,72.0,104
1220003900,분당수서로,동부간선올림픽대로진출,청담대교남단,1437,122,84.0,62
1220005100,분당수서로,청담대교남단,청담대교북단,1138,122,84.0,49
1140284593,서부간선지하도로,고척교,신정교,2108,114,76.0,100
1140284591,서부간선지하도로,서부간선요금소,광명대교,2027,114,88.0,83
1140284595,서부간선지하도로,목동교,성산대교남단,1137,114,70.0,58
1140284592,서부간선지하도로,광명대교,고척교,1554,114,77.0,73
1140284594,서부간선지하도로,신정교,목동교,1903,114,75.0,91
1140284492,서부간선지하도로,목동교,신정교,1919,114,76.0,91
1140284491,서부간선지하도로,성산대교남단,목동교,1105,114,81.0,49
1140284493,서부간선지하도로,신정교,고척교,2109,114,76.0,100
1140284495,서부간선지하도로,광명대교,서부간선요금소,2044,114,72.0,102
1140282091,신월여의지하도로,신월요금소,홍익병원앞,2141,114,76.0,101
1140284494,서부간선지하도로,고척교,광명대교,1567,114,76.0,74
1180132401,신월여의지하도로,여의JCT,올림픽대로시점,819,118,62.0,48
1140282092,신월여의지하도로,홍익병원앞,목동교서단,2005,114,78.0,93
1140282093,신월여의지하도로,목동교서단,여의JCT,1836,114,73.0,91
1140282191,신월여의지하도로,여의JCT,목동교서단,1827,114,78.0,84
1180132501,신월여의지하도로,올림픽대로시점,여의JCT,896,118,60.0,54
1140282192,신월여의지하도로,목동교서단,홍익병원앞,2024,114,72.0,101
1140282193,신월여의지하도로,홍익병원앞,신월요금소,2149,114,69.0,112
1240005300,올림픽대로,올림픽대로 서울강동-경기하남,강일IC동측(올림픽대로),579,124,87.0,24
1240004900,올림픽대로,강일IC동측(올림픽대로),강일IC서측(올림픽대로),961,124,87.0,40
1240003800,올림픽대로,강일IC서측(올림픽대로),암사IC,3982,124,87.0,165
1240003100,올림픽대로,암사IC,암사역입구(올림픽대로),342,124,87.0,14
1230005100,올림픽대로,올림픽대교남단,잠실철교남단,869,123,83.0,38
1230004700,올림픽대로,잠실철교남단,잠실대교남단,749,123,75.0,36
1240001900,올림픽대로,암사역입구(올림픽대로),천호대교남단,1277,124,87.0,53
1230005300,올림픽대로,천호대교남단,올림픽대교남단,1591,124,73.0,78
1230003900,올림픽대로,잠실대교남단,종합운동장JC,1615,123,77.0,76
1230004600,올림픽대로,청담IC,올림픽대로동부간선JC,403,123,77.0,19
1230004400,올림픽대로,종합운동장JC,청담IC,716,123,77.0,33
1220004500,올림픽대로,올림픽대로동부간선JC,영동대교남단,1237,122,74.0,60
1210006400,올림픽대로,동호대교남단,한남대교남단,1155,122,61.0,68
1220005600,올림픽대로,성수대교남단,동호대교남단,1032,122,72.0,52
1220005500,올림픽대로,영동대교남단,성수대교남단,1996,122,70.0,103
1210004900,올림픽대로,반포대교남단,반포주공아파트(올림픽대로),1301,121,73.0,64
1210005300,올림픽대로,한남대교남단,반포대교남단,2168,121,66.0,118
1210004500,올림픽대로,반포주공아파트(올림픽대로),동작대교남단,450,121,76.0,21
1190000200,올림픽대로,동작대교JC,여의상류IC,3430,119,76.0,162
1210004400,올림픽대로,동작대교남단,동작대교JC,445,121,76.0,21
1180003200,올림픽대로,여의하류IC,양화대교남단,686,118,76.0,32
1190000600,올림픽대로,여의상류IC,여의하류IC,4152,119,74.0,202
1180005100,올림픽대로,성산대교남단,월드컵대교남단,800,118,71.0,41
1150002400,올림픽대로,염창IC,가양대교남단,1867,115,79.0,85
1150003200,올림픽대로,가양대교남단,가양IC,1585,115,80.0,71
1180004200,올림픽대로,양화대교남단,성산대교남단,1559,118,78.0,72
1150006500,올림픽대로,행주대교남단(개화IC),개화동로진입(올림픽대로),629,115,83.0,27
1180005700,올림픽대로,월드컵대교남단,염창IC,698,118,79.0,32
1150006100,올림픽대로,방화대교남단(88JC),개화동로진입(올림픽대로),1062,115,81.0,47
1150004600,올림픽대로,가양IC,방화대교남단(88JC),2358,115,80.0,106
1150006600,올림픽대로,개화동로진입(올림픽대로),행주대교남단(개화IC),622,115,81.0,28
1150006000,올림픽대로,개화동로진입(올림픽대로),방화대교남단(88JC),1061,115,83.0,46
1150004500,올림픽대로,방화대교남단(88JC),가양IC,2356,115,90.0,94
1150002300,올림픽대로,가양대교남단,염창IC,1865,115,79.0,85
1150003100,올림픽대로,가양IC,가양대교남단,1584,115,90.0,63
1180005600,올림픽대로,염창IC,월드컵대교남단,704,115,79.0,32
1180005000,올림픽대로,월드컵대교남단,성산대교남단,796,118,83.0,35
1180002700,올림픽대로,양화대교남단,여의하류IC,1430,118,77.0,67
1180004100,올림픽대로,성산대교남단,양화대교남단,1796,118,77.0,84
1190000500,올림픽대로,여의하류IC,여의상류IC,3249,118,77.0,152
1190000100,올림픽대로,여의상류IC,동작대교JC,3426,119,66.0,187
1210004300,올림픽대로,동작대교JC,동작대교남단,451,119,74.0,22
1210004600,올림픽대로,동작대교남단,반포주공아파트(올림픽대로),461,121,74.0,22
1210005000,올림픽대로,반포주공아파트(올림픽대로),반포대교남단,1300,121,74.0,63
1210005400,올림픽대로,반포대교남단,한남대교남단,2192,121,71.0,111
1220004400,올림픽대로,영동대교남단,올림픽대로동부간선JC,1250,122,61.0,74
1220005700,올림픽대로,동호대교남단,성수대교남단,1016,122,78.0,47
1210006500,올림픽대로,한남대교남단,동호대교남단,1153,121,79.0,53
1220005400,올림픽대로,성수대교남단,영동대교남단,1995,122,88.0,82
1230004300,올림픽대로,청담IC,종합운동장JC,717,123,76.0,34
1230004800,올림픽대로,잠실대교남단,잠실철교남단,746,123,78.0,34
1230004000,올림픽대로,종합운동장JC,잠실대교남단,1641,123,76.0,78
1230005400,올림픽대로,올림픽대교남단,천호대교남단,1623,123,84.0,70
1230004500,올림픽대로,올림픽대로동부간선JC,청담IC,411,122,76.0,19
1240002000,올림픽대로,천호대교남단,한강공원광나루지구,1272,124,77.0,59
1230005200,올림픽대로,잠실철교남단,올림픽대교남단,878,123,75.0,42
1240003200,올림픽대로,한강공원광나루지구,암사역입구(올림픽대로),353,124,77.0,17
1240003400,올림픽대로,암사역입구(올림픽대로),암사IC,1393,124,77.0,65
1240003700,올림픽대로,암사IC,강일IC서측(올림픽대로),2549,124,77.0,119
1240005000,올림픽대로,강일IC서측(올림픽대로),강일IC동측(올림픽대로),964,124,77.0,45
1210007700,강남대로,염곡사거리,aT센터,430,121,23.0,67
1210008500,강남대로,aT센터,양재시민의숲역,138,121,18.0,28
1240005400,올림픽대로,강일IC동측(올림픽대로),올림픽대로 서울강동-경기하남,578,124,77.0,27
1210010300,강남대로,영동1교남단,영동1교북단,213,121,39.0,20
1210011300,강남대로,영동1교북단,교육개발원입구,274,121,30.0,33
1220016300,강남대로,뱅뱅사거리,우성아파트,414,121,16.3,92
1210009500,강남대로,양재시민의숲역,영동1교남단,449,121,26.9,60
1210013700,강남대로,교육개발원입구,양재역,843,121,17.2,177
1220021100,강남대로,우성아파트,강남역,586,122,20.2,105
1220011900,강남대로,양재역,뱅뱅사거리,593,121,27.6,77
1220025100,강남대로,강남역,교보타워사거리,776,121,19.5,143
1220027900,강남대로,교보타워사거리,논현역,785,121,23.8,119
1210030100,강남대로,신사역,한남IC,557,121,38.7,52
1220030700,강남대로,논현역,신사역,579,121,21.0,99
1210030600,강남대로,한남대교북단,한남대교남단,822,102,53.1,56
1210006200,강남대로,한남대교남단,한남IC남측,353,121,48.4,26
1210030700,강남대로,한남대교남단,한남대교북단,822,121,57.3,52
1220027800,강남대로,논현역,교보타워사거리,785,121,26.4,107
1210030000,강남대로,한남IC남측,신사역,557,121,26.8,75
1210006300,강남대로,한남IC,한남대교남단,359,121,53.1,24
1220030600,강남대로,신사역,논현역,581,121,24.4,86
1220025000,강남대로,교보타워사거리,강남역,776,121,17.5,160
1220021000,강남대로,강남역,우성아파트,586,121,18.7,113
1220016200,강남대로,우성아파트,뱅뱅사거리,414,122,28.7,52
1220011800,강남대로,뱅뱅사거리,양재역,593,121,27.6,77
1210013600,강남대로,양재역,교육개발원입구,836,121,26.1,116
1210007600,강남대로,aT센터,염곡사거리,430,121,25.4,61
1210008400,강남대로,양재시민의숲역,aT센터,140,121,26.4,19
1210009400,강남대로,영동1교남단,양재시민의숲역,453,121,28.4,57
1210011200,강남대로,교육개발원입구,영동1교북단,274,121,38.4,26
1210010200,강남대로,영동1교북단,영동1교남단,213,121,11.5,67
1230037000,강동대로,올림픽대교북단,올림픽대교남단,1228,104,61.7,72
1230035400,강동대로,올림픽대교남단,송파세무서,498,123,39.0,46
1230034300,강동대로,올림픽대교남단교차로,올림픽공원북1문,494,123,47.4,38
1230035200,강동대로,풍납사거리,성내유수지체육공원,228,123,41.0,20
1230034600,강동대로,송파세무서,올림픽대교남단교차로,422,123,25.1,61
1230034800,강동대로,성내유수지체육공원,올림픽공원북1문,189,123,6.0,113
1230032400,강동대로,올림픽공원북2문,둔촌사거리,526,123,30.5,62
1230033800,강동대로,올림픽공원북1문,올림픽공원북2문,531,123,23.9,80
1230031200,강동대로,서하남IC입구,둔촌사거리,1006,123,35.7,102
1230032500,강동대로,둔촌사거리,올림픽공원북2문,526,123,41.4,46
1230031100,강동대로,둔촌사거리,서하남IC입구,1006,123,25.4,143
1230033900,강동대로,올림픽공원북2문,올림픽공원북1문,530,123,35.8,53
1230035500,강동대로,풍납종합사회복지관,올림픽대교남단,489,123,51.0,35
1230034200,강동대로,올림픽공원북1문,올림픽대교남단교차로,494,123,24.1,74
1230034700,강동대로,올림픽대교남단교차로,풍납종합사회복지관,426,123,30.7,50
1230034900,강동대로,올림픽공원북1문,성내유수지체육공원,190,123,35.0,20
1150019300,개화동로,김포공항,개화사거리,556,115,28.3,71
1230037100,강동대로,올림픽대교남단,올림픽대교북단,1228,123,50.1,88
1230035300,강동대로,성내유수지체육공원,풍납사거리,229,123,27.6,30
1150004200,개화동로,개화사거리,상사마을입구,1033,115,30.9,120
1150016700,개화동로,김포공항입구,김포공항,692,115,37.9,66
1150005000,개화동로,상사마을입구,행주대교남단교차로,1080,115,53.2,73
2180002201,개화동로,행주대교고양시계,행주대교IC,1060,115,,
1150007300,개화동로,행주대교남단(개화IC),행주대교고양시계,975,115,66.0,53
1150006800,개화동로,행주대교남단교차로,행주대교남단(개화IC),408,115,49.0,30
1150004900,개화동로,행주대교남단교차로,상사마을입구,1097,115,42.2,94
1150007200,개화동로,행주대교고양시계,행주대교남단(개화IC),973,115,68.0,52
1150006700,개화동로,행주대교남단(개화IC),행주대교남단교차로,401,115,39.8,36
2180002102,개화동로,행주대교IC,행주대교고양시계,1060,115,,
1150004100,개화동로,상사마을입구,개화사거리,1030,115,31.1,119
1150019200,개화동로,개화사거리,김포공항,556,115,36.3,55
1150016600,개화동로,김포공항,김포공항입구,692,115,31.0,80
1160000200,경인로,시계(경인로),성공회대입구,167,116,14.0,43
1160000400,경인로,성공회대입구,동부제강입구,785,116,30.1,94
1160000600,경인로,동부제강입구,삼천리아파트,473,116,29.3,58
1160001000,경인로,시티월드앞,오류동삼거리,106,116,31.4,12
1160001600,경인로,개봉사거리,구로소방서,826,116,25.4,117
1160001400,경인로,오류동삼거리,오류IC,771,116,40.5,69
1160000800,경인로,삼천리아파트,시티월드앞,258,116,33.9,27
1160001700,경인로,오류IC,개봉사거리,709,116,25.5,100
1160002200,경인로,구로소방서,동양미래대학,398,116,23.3,62
1160001900,경인로,동양미래대학,고척교,277,116,20.1,50
1160003000,경인로,신도림역,도림교,127,116,39.6,12
1180000200,경인로,도림교,문래동남성아파트,270,118,39.7,25
1180000400,경인로,문래동남성아파트,문래동사거리,293,118,14.6,72
1160002400,경인로,고척교,구로역,860,116,37.6,82
1180001000,경인로,영등포역,영등포로타리,558,118,13.0,155
1160002800,경인로,구로역,신도림역,1234,116,27.0,164
1180000800,경인로,문래동사거리,영등포역,905,118,24.6,133
1180001600,경인로,서울교남단,여의도(서울교),296,118,22.7,47
1180001100,경인로,서울교남단,영등포로타리,273,118,18.0,55
1180001500,경인로,여의도(서울교),서울교남단,296,118,42.0,25
1180001200,경인로,영등포로터리,서울교남단,175,118,27.0,23
1180000100,경인로,문래동남성아파트,도림교,270,118,26.7,36
1180000900,경인로,영등포로타리,영등포역,557,118,19.1,105
1180000700,경인로,영등포역,문래동사거리,905,118,20.3,160
1160002900,경인로,도림교,신도림역,127,118,19.1,24
1180000300,경인로,문래동사거리,문래동남성아파트,293,118,35.0,30
1160002700,경인로,신도림역,구로역,1236,116,23.6,188
1160002300,경인로,구로역,고척교,852,116,26.1,117
1160001800,경인로,개봉사거리,오류IC,709,116,28.6,89
1160001500,경인로,구로소방서,개봉사거리,818,116,17.0,174
1160002100,경인로,동양미래대학,구로소방서,410,116,16.3,91
1160002000,경인로,고척교,동양미래대학,277,116,28.0,36
1160000900,경인로,오류동삼거리,시티월드앞,106,116,22.9,17
1160001300,경인로,오류IC,오류동삼거리,775,116,25.4,110
1160000700,경인로,시티월드앞,삼천리아파트,259,116,38.9,24
1160000300,경인로,동부제강입구,성공회대입구,791,116,29.6,96
