link_id,road_name,st_node_nm,ed_node_nm,map_dist,reg_cd,speed,travel_time
1160011000,남부순환로,개봉지하차도,오류IC,571,116,49.5,42
1160009600,남부순환로,사성교,개봉지하차도,1716,116,51.6,120
1160013400,남부순환로,오류IC,개봉1동사거리,433,116,33.5,46
1160008200,남부순환로,구로IC,사성교,918,117,51.0,65
1160016200,남부순환로,개봉1동사거리,서부트럭터미널,899,116,35.6,91
1140003400,남부순환로,서부트럭터미널,강월초교입구,928,114,29.5,113
1140017200,남부순환로,과학수사연구소입구,신월IC,563,114,43.8,46
1140011400,남부순환로,강월초교입구,과학수사연구소입구,464,114,30.5,55
1140023400,남부순환로,신월IC,서서울호수공원앞,505,114,32.1,57
1140030800,남부순환로,서서울호수공원앞,신월사거리,780,114,31.2,90
1140036400,남부순환로,신월사거리,화곡로입구,435,114,18.1,87
1150012700,남부순환로,공항동천주교회앞,김포공항입구,918,115,47.4,70
1150011900,남부순환로,외발산사거리,공항동천주교회앞,502,115,36.3,50
1180004700,노들로,양화교,성산대교남단교차로,730,114,46.2,57
1140039800,남부순환로,화곡로입구,외발산사거리,1641,114,38.8,152
1180004300,노들로,성산대교남단교차로,한강시민공원양화지구,553,118,38.3,52
1180003500,노들로,한강시민공원양화지구,당산초교,405,118,37.1,39
1180003300,노들로,당산초교,양화대교남단교차로,416,118,48.5,31
1180040600,노들로,양화대교남단교차로,당산역(노들로),426,118,53.2,29
1180039000,노들로,당산역(노들로),여의하류IC,1121,118,53.8,75
1180034600,노들로,여의하류IC,여의2교,246,118,56.0,16
1190006800,노들로,여의교남단,여의상류IC,1734,119,55.3,113
1180025800,노들로,여의2교,서울교남단,720,118,54.7,47
1190007100,노들로,서울교남단,여의교남단,1257,118,47.6,95
1190007300,노들로,여의상류IC,강변유원아파트,513,119,47.6,39
1190006500,노들로,강변유원아파트,한강대교남단교차로,423,119,36.0,42
1190006600,노들로,한강대교남단교차로,강변유원아파트,425,119,49.2,31
1190007400,노들로,강변유원아파트,여의상류IC,1046,119,57.4,66
1190006700,노들로,여의상류IC,여의교남단,1301,119,60.6,77
1190007200,노들로,여의교남단,서울교남단,1247,119,33.6,134
1180025900,노들로,서울교남단,여의2교,720,118,26.1,100
1180039100,노들로,여의하류IC,당산역(노들로),1129,118,53.5,76
1180034700,노들로,여의2교,여의하류IC,245,118,39.7,22
1180003400,노들로,양화대교남단교차로,당산초교,416,118,54.5,28
1180003600,노들로,당산초교,한강시민공원양화지구,406,118,45.3,32
1180040700,노들로,당산역(노들로),양화대교남단교차로,425,118,57.1,27
1180004400,노들로,한강시민공원양화지구,성산대교남단교차로,553,118,47.5,42
1020015700,녹사평대로,서울용암초등학교,재정관리단앞,425,102,31.6,48
1020021100,녹사평대로,남산3호터널북단,서울용암초등학교,1579,101,64.7,88
1180004800,노들로,성산대교남단교차로,양화교,740,118,53.1,50
1020011900,녹사평대로,재정관리단앞,녹사평역,515,102,37.0,50
1020007100,녹사평대로,용산구청,한강중교앞,451,102,30.1,54
1020008900,녹사평대로,녹사평역,용산구청,551,102,44.6,44
1020004900,녹사평대로,한강중교앞,반포대교북단,757,102,46.0,59
1020005000,녹사평대로,반포대교북단,한강중교앞,757,102,29.0,94
1020009000,녹사평대로,용산구청,녹사평역,553,102,26.8,74
1020007200,녹사평대로,한강중교앞,용산구청,450,102,43.1,38
1020012000,녹사평대로,녹사평역,재정관리단앞,501,102,25.1,72
1020015800,녹사평대로,재정관리단앞,서울용암초등학교,531,102,45.3,42
1220037000,논현로,동호대교북단,동호대교남단,1028,103,60.3,61
1020021200,녹사평대로,서울용암초등학교,남산3호터널북단,1474,102,68.0,78
1220036600,논현로,동호대교남단,압구정역,634,122,43.9,52
1220034400,논현로,압구정역,강남을지병원,833,122,25.4,118
1220029600,논현로,학동역,차병원,792,122,25.6,111
1220032200,논현로,강남을지병원,학동역,677,122,30.5,80
1220026200,논현로,차병원,역삼역,768,122,27.7,100
1220022900,논현로,역삼역,구역삼세무서,589,122,27.5,77
1220019800,논현로,구역삼세무서,도곡1동주민센터,409,122,25.3,58
1220013400,논현로,도곡1동주민센터,양재전화국,770,122,34.5,80
1220007600,논현로,영동2교교차로,영동2교북단,177,121,42.3,15
1220009000,논현로,양재전화국,영동2교교차로,428,121,20.4,76
1220007200,논현로,영동2교북단,포이사거리,254,122,15.9,57
1220006400,논현로,포이사거리,국악고교앞,633,121,26.2,87
1220006200,논현로,국악고교앞,구룡사앞,319,121,30.5,38
1220006300,논현로,구룡사앞,국악고교앞,319,122,25.0,46
1220007300,논현로,포이사거리,영동2교북단,254,121,20.0,46
1220006500,논현로,국악고교앞,포이사거리,629,121,26.0,87
1220007700,논현로,영동2교북단,영동2교교차로,177,122,20.0,32
1220009100,논현로,영동2교교차로,양재전화국,427,121,31.0,50
1220013500,논현로,양재전화국,도곡1동주민센터,773,121,33.8,82
1220019900,논현로,도곡1동주민센터,구역삼세무서,409,122,22.7,65
1220023000,논현로,구역삼세무서,역삼역,589,122,26.7,80
1220026300,논현로,역삼역,차병원,768,122,28.7,96
1220029700,논현로,차병원,학동역,792,122,26.0,110
1220032300,논현로,학동역,강남을지병원,676,122,23.7,103
1220034500,논현로,강남을지병원,압구정역,835,122,35.4,85
1220036700,논현로,압구정역,동호대교남단,641,122,42.5,54
1220037100,논현로,동호대교남단,동호대교북단,1024,122,59.1,62
1000015900,대학로,혜화동로터리,이화사거리,1034,100,20.6,181
1000008900,대학로,이화사거리,종로5가,578,100,34.4,61
1000016000,대학로,이화사거리,혜화동로터리,1087,100,25.7,152
1200009000,도림천로,구로디지털단지역,구로1교,574,118,17.7,117
1000009000,대학로,종로5가,이화사거리,575,100,23.0,90
1160007800,도림천로,구로1교,대림역,543,118,27.4,71
1160011200,도림천로,대림역,거리공원오거리,655,116,28.1,84
1160016400,도림천로,도림펌프장앞,신도림고가차도(북측),754,118,49.8,54
1160014000,도림천로,거리공원오거리,도림펌프장앞,517,116,22.0,85
1180013700,도림천로,신도림고가차도(북측),도림교,456,118,57.6,29
1180016500,도림천로,문래동신안인스빌,신정교동단,328,118,27.8,42
1180014900,도림천로,도림교,문래동신안인스빌,483,118,58.3,30
1180014800,도림천로,도림교,도림교,465,118,55.4,30
1180017100,도림천로,신정교동단,신정교서단,710,118,40.3,63
1180016400,도림천로,신정교동단,도림교,511,118,45.5,40
1180017000,도림천로,신정교서단,신정교동단,712,114,26.9,95
1180013600,도림천로,도림교,도림펌프장앞,739,118,54.5,49
1160016300,도림천로,도림펌프장앞,도림펌프장앞,292,118,24.3,43
1160011100,도림천로,거리공원오거리,대림역,655,116,29.2,81
1160013900,도림천로,도림펌프장앞,거리공원오거리,474,118,34.0,50
1160007700,도림천로,대림역,구로1교,551,116,28.3,70
1200008900,도림천로,구로1교,구로디지털단지역,578,116,37.8,55
1070018400,도봉로,미아사거리,삼양입구사거리,893,107,28.1,114
1080002800,도봉로,삼양입구사거리,미아역,1060,108,27.5,139
1080008000,도봉로,수유사거리,대한병원,115,108,27.0,15
1080005200,도봉로,미아역,수유사거리,974,108,24.2,145
1080009400,도봉로,대한병원,수유역,319,108,16.8,68
1080010000,도봉로,수유역,강북구청,237,108,22.0,39
1080011400,도봉로,강북구청,우이교,512,108,28.4,65
1090001800,도봉로,우이교,창동시장입구,433,109,41.8,37
1090003800,도봉로,창동시장입구,정의여중입구,595,109,33.2,65
1090007200,도봉로,정의여중입구,도봉보건소,657,109,31.3,76
1090009000,도봉로,도봉보건소,방학사거리,730,109,31.4,84
1090011000,도봉로,방학사거리,방학역,476,109,32.7,52
1090000400,도봉로,도봉역,도봉산역,762,109,28.5,96
1090012800,도봉로,신도봉사거리,도봉역,1043,109,35.8,105
1090012000,도봉로,방학역,신도봉사거리,471,109,20.9,81
1090000500,도봉로,도봉산역,시계(도봉로),702,109,36.0,70
1090000600,도봉로,시계(도봉로),도봉산역,703,109,37.0,68
1090012700,도봉로,도봉역,신도봉사거리,1043,109,36.3,103
1090011900,도봉로,신도봉사거리,방학역,471,109,34.5,49
1090000300,도봉로,도봉산역,도봉역,759,109,33.9,81
1090010900,도봉로,방학역,방학사거리,476,109,19.9,86
1090008900,도봉로,방학사거리,도봉보건소,726,109,28.1,93
1090001700,도봉로,창동시장입구,우이교,430,109,18.1,86
1090007100,도봉로,도봉보건소,정의여중입구,657,109,23.8,99
1090003700,도봉로,정의여중입구,창동시장입구,595,109,35.2,61
1080011300,도봉로,우이교,강북구청,512,109,25.6,72
1080009900,도봉로,강북구청,수유역,237,108,17.2,50
1080009300,도봉로,수유역,대한병원,323,108,27.5,42
1080005100,도봉로,수유사거리,미아역,977,108,28.2,125
1080007900,도봉로,대한병원,수유사거리,120,108,21.0,21
1080002700,도봉로,미아역,삼양입구사거리,1059,108,26.2,146
1070018300,도봉로,삼양입구사거리,미아사거리,895,108,28.4,113
1070006400,동소문로,한성대입구역,성북구청입구,723,107,21.5,121
1070008600,동소문로,성신여대입구역,미아리고개,641,107,37.4,62
1070009400,동소문로,미아리고개,미아리고개예술극장,158,107,27.8,20
1070007800,동소문로,성북구청입구,성신여대입구역,305,107,35.9,31
1070011200,동소문로,미아리고개예술극장,길음교,394,107,38.4,37
1070012800,동소문로,길음교,길음역,402,107,19.4,74
1070013900,동소문로,미아사거리,길음역,710,107,29.3,87
1070014000,동소문로,길음역,미아사거리,711,107,30.0,85
1070012700,동소문로,길음역,길음교,409,107,35.2,42
1070011100,동소문로,길음교,미아리고개예술극장,396,107,32.0,45
1070009300,동소문로,미아리고개예술극장,미아리고개,156,107,38.6,15
1070008500,동소문로,미아리고개,성신여대입구역,631,107,32.9,69
1070007700,동소문로,성신여대입구역,성북구청입구,306,107,22.7,48
1070006300,동소문로,성북구청입구,한성대입구역,722,107,26.6,98
1030000200,동일로,영동대교북단,영동대교북단,437,103,37.8,42
1040001400,동일로,영동대교북단,성수사거리,607,104,25.8,85
1040005200,동일로,군자교동단,동곡삼거리,584,104,30.5,69
1030001600,동일로,성수사거리,화양사거리,747,104,29.4,92
1030002200,동일로,화양사거리,군자교동단,1350,104,33.3,146
1040005400,동일로,동곡삼거리,장평교,898,104,31.7,102
1060000200,동일로,장평교,면목교,548,104,40.7,48
1060000400,동일로,면목교,장안교사거리,534,106,30.4,63
1060000600,동일로,장안교사거리,면목2동사거리,581,106,29.7,71
1060001000,동일로,중랑전화국,상봉2동주민센터,202,106,34.4,21
1060001600,동일로,상봉2동주민센터,동일로지하차도,208,106,32.2,23
1060000800,동일로,면목2동사거리,중랑전화국,518,106,24.6,76
1060003800,동일로,중화역,우리은행중화동지점,426,106,31.9,48
1060002400,동일로,동일로지하차도,장안중학교,511,106,23.4,78
1060004300,동일로,우리은행중화동지점,한국전력동부지점,322,106,27.9,42
1060004500,동일로,한국전력동부지점,먹골역,430,106,40.0,39
1100000800,동일로,공릉역,서울과학기술대입구,397,110,29.8,48
1100000400,동일로,태릉입구역,공릉역,912,110,32.1,102
1060005100,동일로,먹골역,묵동극동늘푸른아파트,397,106,28.4,50
1060006000,동일로,묵동교,태릉입구역,124,106,22.1,20
1100001000,동일로,서울과학기술대입구,하계지하보차도,506,110,45.0,41
1100001800,동일로,노원구민회관,중계근린공원,284,110,39.2,26
1100001600,동일로,하계역,노원구민회관,324,110,21.6,54
1100001200,동일로,하계지하보차도,하계역,323,110,25.0,47
1100002200,동일로,중계근린공원,중원초교앞,290,110,41.4,25
1100002800,동일로,중계역,상계백병원,413,110,34.0,44
1100002400,동일로,중원초교앞,중계역,228,110,25.2,33
1100003200,동일로,상계백병원,상계2-6단지,281,110,16.0,63
1100003600,동일로,상계2-6단지,노원역,326,110,31.3,38
1100004000,동일로,노원역,도봉운전면허시험장,148,110,22.9,23
1100005200,동일로,마들역,상계11-13단지,314,110,36.6,31
1100004600,동일로,온수골사거리,마들역,385,110,37.0,37
1100005600,동일로,상계11-13단지,상계14-16단지,358,110,37.9,34
1100005800,동일로,상계14-16단지,수락산역,872,110,31.7,99
1100004400,동일로,도봉운전면허시험장,온수골사거리,630,110,32.9,69
1100006900,동일로,동부간선도로수락분기점,동1로의정부시계,287,110,66.0,16
1100006600,동일로,수락산역,동부간선도로수락분기점,940,110,25.9,131
1100007000,동일로,동1로의정부시계,동부간선도로수락분기점,285,110,68.0,15
1100006500,동일로,동부간선도로수락분기점,수락산역,940,110,34.7,97
1100005700,동일로,수락산역,상계14-16단지,874,110,26.7,118
1100005100,동일로,상계11-13단지,마들역,314,110,29.9,38
1100004300,동일로,온수골사거리,도봉운전면허시험장,630,110,34.8,65
1100004500,동일로,마들역,온수골사거리,385,110,34.4,40
1100005500,동일로,상계14-16단지,상계11-13단지,358,110,35.6,36
1100003900,동일로,도봉운전면허시험장,노원역,148,110,30.0,18
1100003500,동일로,노원역,상계2-6단지,326,110,24.6,48
1100003100,동일로,상계2-6단지,상계백병원,283,110,36.1,28
1100002700,동일로,상계백병원,중계역,413,110,28.0,53
1100002300,동일로,중계역,중원초교앞,228,110,38.4,21
1100002100,동일로,중원초교앞,중계근린공원,290,110,32.6,32
1100001700,동일로,중계근린공원,노원구민회관,284,110,33.7,30
1100001500,동일로,노원구민회관,하계역,324,110,26.5,44
1100000700,동일로,서울과학기술대입구,공릉역,397,110,35.9,40
1100000900,동일로,하계지하보차도,서울과학기술대입구,507,110,26.3,69
1100001100,동일로,하계역,하계지하보차도,323,110,43.8,27
1100000300,동일로,공릉역,태릉입구역,912,110,21.6,152
1060005400,동일로,묵동교,묵동극동늘푸른아파트,120,106,35.9,12
1060005000,동일로,묵동극동늘푸른아파트,먹골역,397,106,39.4,36
1060004400,동일로,먹골역,한국전력동부지점,430,106,34.3,45
1060005900,동일로,태릉입구역,묵동교,124,110,35.3,13
1060004200,동일로,한국전력동부지점,우리은행중화동지점,322,106,39.0,30
1060003700,동일로,우리은행중화동지점,중화역,426,106,22.8,67
1060002300,동일로,장안중학교,동일로지하차도,509,106,39.1,47
1060000900,동일로,상봉2동주민센터,중랑전화국,202,106,12.1,60
1060003500,동일로,중화역,장안중학교,225,106,,
1060001500,동일로,동일로지하차도,상봉2동주민센터,208,106,44.6,17
1060000700,동일로,중랑전화국,면목2동사거리,518,106,27.1,69
1060000500,동일로,면목2동사거리,장안교사거리,581,106,29.8,70
1060000100,동일로,면목교,장평교,544,106,26.0,75
1060000300,동일로,장안교사거리,면목교,535,106,44.4,43
1040005300,동일로,장평교,동곡삼거리,895,104,24.6,131
1040005100,동일로,동곡삼거리,군자교동단,584,104,33.0,64
1030002100,동일로,군자교동단,화양사거리,1350,104,30.2,161
1030000100,동일로,영동대교북단,영동대교북단,436,104,51.4,31
1040001300,동일로,성수사거리,영동대교북단,607,104,29.5,74
1030001500,동일로,화양사거리,성수사거리,747,104,22.5,119
1210013300,동작대로,사당역,이수역,982,120,27.0,131
1210017700,동작대로,이수역,경문고교,612,121,29.7,74
1210024100,동작대로,동작역,동작대교남단,432,119,59.0,26
1210021700,동작대로,경문고교,이수교차로,1039,121,31.9,117
1210023500,동작대로,이수교차로,동작역,313,121,46.8,24
1210027900,동작대로,동작대교남단,동작대교북단,1279,121,61.7,75
1020002800,동작대로,동작대교북단,용산가족공원,414,102,53.0,28
1020002700,동작대로,용산가족공원,동작대교북단,402,102,48.0,30
1210024000,동작대로,동작대교남단,동작역,566,121,36.3,56
1210027800,동작대로,동작대교북단,동작대교남단,1278,102,59.3,78
1210023400,동작대로,동작역,이수교차로,309,119,44.0,25
1210021600,동작대로,이수교차로,경문고교,1042,121,30.1,124
1210013200,동작대로,이수역,사당역,983,121,28.4,124
1000005900,동호로,종로5가,청계5가,152,100,11.8,46
1010013500,동호로,을지로5가,오장동사거리,249,101,24.6,36
1010018300,동호로,청계5가,을지로5가,307,101,28.3,39
1210017600,동작대로,경문고교,이수역,612,121,28.5,77
1010003700,동호로,퇴계로5가,장충체육관,717,101,29.1,89
1010008700,동호로,오장동사거리,퇴계로5가,155,101,23.8,23
1010001500,동호로,장충체육관,약수역,661,101,22.6,105
1030012300,동호로,약수역,금호역,825,101,19.3,154
1030008700,동호로,금호역,옥수터널,411,103,45.5,33
1030005700,동호로,옥수터널,동호대교북단,595,103,55.0,39
1030008800,동호로,옥수터널,금호역,403,103,29.2,50
1030012400,동호로,금호역,약수역,842,103,24.1,126
1030005800,동호로,동호대교북단,옥수터널,594,103,58.1,37
1010001600,동호로,약수역,장충체육관,673,101,26.1,93
1010003800,동호로,장충체육관,퇴계로5가,698,101,27.5,91
1010008800,동호로,퇴계로5가,오장동사거리,155,101,27.8,20
1010013600,동호로,오장동사거리,을지로5가,249,101,26.7,34
1010018400,동호로,을지로5가,청계5가,307,101,31.1,36
1000006000,동호로,청계5가,종로5가,152,101,11.6,47
1130002700,마포대로,아현교차로,아현초등학교,351,113,34.4,37
1130001700,마포대로,아현초등학교,공덕오거리,1308,113,23.2,203
1130001100,마포대로,공덕오거리,공덕역(공항),200,113,41.2,17
1130000500,마포대로,공덕역(공항),마포대교입구,573,113,36.9,56
1130000100,마포대로,마포대교입구,마포대교북단,362,113,53.7,24
1130000200,마포대로,마포대교북단,마포대교입구,363,113,43.6,30
1130001800,마포대로,공덕오거리,아현초등학교,1309,113,32.7,144
1130001200,마포대로,마포우체국,공덕오거리,202,113,20.0,36
1130000600,마포대로,마포대교입구,마포우체국,573,113,30.2,68
1130002800,마포대로,아현초등학교,아현교차로,346,113,32.1,39
1130009400,만리재로,공덕오거리,공덕시장,344,113,29.2,42
1020019600,만리재로,공덕시장,만리시장,1092,113,30.5,129
1020022400,만리재로,만리시장,서울역서부,737,102,27.5,96
1020022300,만리재로,서울역(서부),만리시장,791,101,24.4,117
1020019500,만리재로,만리시장,공덕시장,1089,102,27.1,145
1130009300,만리재로,공덕시장,공덕오거리,344,113,12.6,98
1060003300,망우로,동부제일병원,망우사거리,704,106,24.7,103
1060003100,망우로,망우리고개(서울-구리시계),동부제일병원,680,106,30.0,82
1060002700,망우로,신내지하차도,망우역,412,106,20.7,72
1060002900,망우로,망우사거리,신내지하차도,287,106,18.8,55
1060002500,망우로,망우역,상봉지하차도,435,106,27.2,58
1060002100,망우로,상봉지하차도,상봉삼거리,238,106,32.8,26
1060001100,망우로,서울시체육회,중랑교동측,159,106,40.5,14
1060001700,망우로,동일로지하차도,동부시장,284,106,35.1,29
1060001900,망우로,상봉삼거리,동일로지하차도,487,106,30.3,58
1060001300,망우로,동부시장,서울시체육회,419,106,17.9,84
1050002800,망우로,중랑교서측,중랑교,233,105,18.9,44
1050002400,망우로,삼육서울병원앞,시조사삼거리,927,105,30.5,110
1050003100,망우로,중랑교동측,중랑교서측,125,106,46.2,10
1050002600,망우로,중랑교,삼육서울병원앞,351,105,37.6,34
1050002500,망우로,시조사삼거리,삼육서울병원앞,953,105,30.5,113
1050002700,망우로,삼육서울병원앞,중랑교,351,105,27.9,45
1050002900,망우로,중랑교,중랑교서측,233,105,40.7,21
1060001400,망우로,서울시체육회,동부시장,419,106,36.2,42
1060001200,망우로,중랑교동측,서울시체육회,159,106,9.5,60
1050003000,망우로,중랑교서측,중랑교동측,125,105,41.4,11
1060001800,망우로,동부시장,동일로지하차도,284,106,25.3,40
1060002000,망우로,동일로지하차도,상봉삼거리,487,106,21.6,81
1060002600,망우로,상봉지하차도,망우역,435,106,18.1,87
1060002200,망우로,상봉삼거리,상봉지하차도,238,106,26.4,33
1060002800,망우로,망우역,신내지하차도,412,106,20.4,73
1060003000,망우로,신내지하차도,망우사거리,287,106,20.5,50
1060003400,망우로,망우사거리,동부제일병원,700,106,26.3,96
1210016100,반포대로,서초3동사거리,교대입구,345,121,15.9,78
1060003200,망우로,동부제일병원,망우리고개(서울-구리시계),680,106,45.5,54
1210014100,반포대로,예술의전당,서초3동사거리,410,121,15.5,95
1210018500,반포대로,교대입구,서초역,578,121,20.1,104
1210025100,반포대로,서울성모병원,반포고가차도,379,121,42.3,32
1210021900,반포대로,서초역,서울성모병원,1206,121,36.0,121
1210028900,반포대로,반포대교남단,반포대교북단,1098,121,51.2,77
1210026700,반포대로,반포고가차도,반포대교남단,601,121,38.0,57
1210028800,반포대로,반포대교북단,반포대교남단,1099,102,54.4,73
1210026600,반포대로,반포대교남단,반포고가차도,601,121,31.8,68
1210021800,반포대로,서울성모병원,서초역,1206,121,30.7,141
1210018400,반포대로,서초역,교대입구,578,121,32.4,64
1210016000,반포대로,교대입구,서초3동사거리,345,121,24.6,50
1210025000,반포대로,반포고가차도,서울성모병원,379,121,26.9,51
1210014000,반포대로,서초3동사거리,예술의전당,410,121,35.5,42
1220005900,밤고개로,밤고개로성남시계,세곡동사거리,279,122,35.0,29
1220013900,밤고개로,수서역,수서IC,697,122,46.0,55
1220013800,밤고개로,수서IC,수서역,701,122,33.2,76
1220006700,밤고개로,세곡동사거리,수서역,2622,122,30.2,313
1220006600,밤고개로,수서역,세곡동사거리,2612,122,29.7,316
1070006700,보문로,성북구청입구,성북경찰서앞,286,107,17.3,60
1220005800,밤고개로,세곡동사거리,밤고개로성남시계,279,122,49.0,21
1070004500,보문로,경동고교입구,보문역,320,107,25.2,46
1070005500,보문로,성북경찰서앞,경동고교입구,309,107,32.0,35
1070002500,보문로,보문역,대광중고교,845,107,25.1,121
1070001900,보문로,대광중고교,신설동역,303,105,25.1,43
1070002000,보문로,신설동역,대광중고교,304,100,27.4,40
1070002600,보문로,대광중고교,보문역,846,105,23.0,133
1070005600,보문로,경동고교입구,성북경찰서앞,309,107,19.2,58
1070004600,보문로,보문역,경동고교입구,322,107,22.2,52
1070006800,보문로,성북경찰서앞,성북구청입구,283,107,22.3,46
1220031600,봉은사로,종합운동장삼거리,봉은교,291,123,20.0,52
1220031400,봉은사로,봉은교,코엑스,577,122,9.0,231
1220030800,봉은사로,코엑스,삼성중앙역,625,122,19.9,113
1220030000,봉은사로,삼성중앙역,선정릉역,891,122,24.9,129
1220028200,봉은사로,구경복아파트,차병원,436,122,15.8,99
1220029000,봉은사로,선정릉역,구경복아파트,506,122,22.2,82
1220027200,봉은사로,차병원,교보타워사거리,887,122,25.7,124
1220027300,봉은사로,교보타워사거리,차병원,886,121,27.1,118
1220028300,봉은사로,차병원,구경복아파트,436,122,21.9,72
1220029100,봉은사로,구경복아파트,선정릉역,506,122,31.0,59
1220030900,봉은사로,삼성중앙역,코엑스,625,122,15.1,149
1220031500,봉은사로,코엑스,봉은교,578,122,26.4,79
1220031700,봉은사로,봉은교,종합운동장삼거리,291,122,24.0,44
1220030100,봉은사로,선정릉역,삼성중앙역,891,122,22.9,140
1200010400,봉천로,구로디지털단지역,롯데백화점관악점,1886,116,41.3,164
1200011300,봉천로,롯데백화점관악점,당곡사거리,487,120,26.2,67
1200010500,봉천로,당곡사거리,은천로입구,628,120,31.9,71
1200006900,봉천로,은천로입구,현대시장입구,1182,120,27.5,155
1200005500,봉천로,현대시장입구,봉천로사거리,605,120,28.7,76
1200005600,봉천로,봉천로사거리,현대시장입구,606,120,33.9,64
1200004300,봉천로,봉천로사거리,원당초교입구,332,120,25.0,48
1200010600,봉천로,은천로입구,당곡사거리,629,120,18.5,122
1200007000,봉천로,현대시장입구,은천로입구,1178,120,27.4,155
1200004400,봉천로,원당초교입구,봉천로사거리,345,120,16.4,76
1200011400,봉천로,당곡사거리,롯데백화점관악점,491,120,22.4,79
1200010300,봉천로,롯데백화점관악점,구로디지털단지역,1850,120,37.0,180
1190000800,사당로,남성역,숭실대입구역,1846,119,32.3,206
1210014500,사당로,이수역,남성역,1311,121,27.4,172
1190000700,사당로,숭실대입구역,남성역,1839,119,31.2,212
1210014400,사당로,남성역,이수역,1323,119,21.0,227
1000008000,사직로,독립문역,사직단,772,112,39.8,70
1000011700,사직로,경복궁역,정부서울청사,151,100,25.9,21
1000012600,사직로,사직공원,경복궁역,354,100,19.5,65
1000011400,사직로,사직단,사직공원,123,100,25.0,18
1000012000,사직로,정부서울청사,광화문,271,100,32.4,30
1000012100,사직로,경복궁교차로,광화문,232,100,27.5,30
1000011900,사직로,광화문,정부서울청사,269,100,26.6,36
1000011800,사직로,정부서울청사,경복궁역,151,100,23.1,24
1000012200,사직로,광화문,경복궁교차로,233,100,40.4,21
1000012500,사직로,경복궁역,사직공원,364,100,27.5,48
1000011300,사직로,사직공원,사직단,123,100,40.6,11
1210022800,사평대로,이수교차로,방배삼호아파트,260,121,42.4,22
1000007900,사직로,사직단,독립문역,768,100,45.0,62
1210022700,사평대로,방배삼호아파트,서래마을입구,1004,121,25.4,142
1210023700,사평대로,서래마을입구,서울성모병원,544,121,40.3,49
1210024900,사평대로,서울성모병원,삼호가든사거리,678,121,30.5,80
1210025800,사평대로,삼호가든사거리,반포IC,768,121,32.2,86
1210025500,사평대로,서초삼호아파트,교보타워사거리,321,121,20.5,56
1210024500,사평대로,반포IC,서초삼호아파트,234,121,29.3,29
1210025400,사평대로,교보타워사거리,서초삼호아파트,321,121,23.7,49
1210024400,사평대로,서초삼호아파트,반포IC,230,121,43.7,19
1210025900,사평대로,반포IC,삼호가든사거리,772,121,27.6,101
1210023600,사평대로,서울성모병원,서래마을입구,544,121,38.0,52
1210024800,사평대로,삼호가든사거리,서울성모병원,679,121,42.9,57
1210022600,사평대로,서래마을입구,방배삼호아파트,997,121,29.4,122
1210022900,사평대로,방배삼호아파트,이수교차로,253,121,44.5,20
1000010300,삼일대로,안국역,낙원상가,497,100,20.2,89
1000006900,삼일대로,낙원상가,종로2가,269,100,11.4,85
1000003900,삼일대로,종로2가,청계2가,230,100,27.1,31
1010016500,삼일대로,청계2가,을지로2가,220,101,23.1,34
1010003300,삼일대로,퇴계로2가,남산1호터널북단,644,101,47.5,49
1010007700,삼일대로,명동성당,퇴계로2가,403,101,27.1,54
1010012300,삼일대로,을지로2가,명동성당,170,101,14.3,43
1020020300,삼일대로,남산1호터널북단,한남고가차도남단,2161,101,57.0,136
1020020400,삼일대로,한남고가차도남단,남산1호터널북단,2161,102,36.6,212
1010003400,삼일대로,남산1호터널북단,퇴계로2가,644,101,35.5,65
1010007800,삼일대로,퇴계로2가,명동성당,405,101,26.1,56
1010012400,삼일대로,명동성당,을지로2가,170,101,13.3,46
1010016600,삼일대로,을지로2가,청계2가,218,101,33.0,24
1000004000,삼일대로,청계2가,종로2가,230,101,21.4,39
1000007000,삼일대로,종로2가,낙원상가,267,100,25.4,38
1000010400,삼일대로,낙원상가,안국역,501,100,15.7,115
1000000100,새문안로,서울역사박물관,정동사거리,306,100,25.0,44
1000000700,새문안로,새문안교회,서울역사박물관,276,100,32.4,31
1000000900,새문안로,세종대로사거리,새문안교회,170,100,40.3,15
1010000100,새문안로,정동사거리,서대문역,368,101,26.3,50
1010000200,새문안로,서대문역,정동사거리,366,101,25.7,51
1000000200,새문안로,정동사거리,서울역사박물관,302,101,37.6,29
1000000800,새문안로,서울역사박물관,새문안교회,274,100,36.9,27
1000001000,새문안로,새문안교회,세종대로사거리,170,100,31.6,19
1170001000,서부간선도로,금천IC,금천교,440,117,65.0,24
1170001400,서부간선도로,광명대교,사성교,769,117,54.1,51
1170001200,서부간선도로,금천교,광명대교,2457,117,46.4,191
1160003200,서부간선도로,오금교동단,신정교동단,1187,116,60.1,71
1160002600,서부간선도로,고척교,오금교동단,967,116,53.5,65
1160001200,서부간선도로,사성교,고척교,774,116,52.7,53
1180001400,서부간선도로,신정교동단,오목교동단,836,118,56.8,53
1180003000,서부간선도로,목동교동단,양평교,1141,118,56.2,73
1180002200,서부간선도로,오목교동단,목동교동단,1121,118,56.4,72
1180004000,서부간선도로,양평교,성산대교남단교차로,464,118,55.2,30
1180003900,서부간선도로,성산대교남단교차로,양평교,464,118,53.3,31
1180002100,서부간선도로,목동교동단,오목교동단,1127,118,57.9,70
1180002900,서부간선도로,양평교,목동교동단,1130,118,58.5,70
